Title,Chunk,Metadata
Mighty Joe Young,"Mighty Joe Young (1998) is a action, adventure, family film directed by Ron Underwood. Featuring Bill Paxton, this movie has an IMDb rating of 5.7/10 and a MetaScore of 51.0. With a runtime of 114 minutes, it is rated PG.","{'Title': 'Mighty Joe Young', 'IMDb Rating': 5.7, 'Year': 1998, 'Certificates': 'PG', 'Director': 'Ron Underwood', 'Star Cast': 'Bill Paxton', 'MetaScore': 51.0, 'Duration (minutes)': 114.0, 'Genres': 'Action, Adventure, Family', 'Genre 1': 'Action', 'Genre 2': 'Adventure', 'Genre 3': 'Family', 'Actor 1': 'Bill Paxton', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Something from Tiffany's,"Something from Tiffany's (2022) is a comedy, family, romance film directed by Daryl Wein. Featuring Zoey Deutch, this movie has an IMDb rating of 6.2/10 and a MetaScore of 46.0. With a runtime of 87 minutes, it is rated PG.","{'Title': ""Something from Tiffany's"", 'IMDb Rating': 6.2, 'Year': 2022, 'Certificates': 'PG', 'Director': 'Daryl Wein', 'Star Cast': 'Zoey Deutch', 'MetaScore': 46.0, 'Duration (minutes)': 87.0, 'Genres': 'Comedy, Family, Romance', 'Genre 1': 'Comedy', 'Genre 2': 'Family', 'Genre 3': 'Romance', 'Actor 1': 'Zoey Deutch', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Author! Author!,"Author! Author! (1982) is a comedy, drama, family film directed by Arthur Hiller. Featuring Al Pacino, this movie has an IMDb rating of 6.2/10 and a MetaScore of 42.0. With a runtime of 110 minutes, it is rated PG.","{'Title': 'Author! Author!', 'IMDb Rating': 6.2, 'Year': 1982, 'Certificates': 'PG', 'Director': 'Arthur Hiller', 'Star Cast': 'Al Pacino', 'MetaScore': 42.0, 'Duration (minutes)': 110.0, 'Genres': 'Comedy, Drama, Family', 'Genre 1': 'Comedy', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Al Pacino', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
My Girl 2,"My Girl 2 (1994) is a comedy, drama, family film directed by Howard Zieff. Featuring Dan Aykroyd, this movie has an IMDb rating of 5.3/10 and a MetaScore of 57.1. With a runtime of 99 minutes, it is rated PG.","{'Title': 'My Girl 2', 'IMDb Rating': 5.3, 'Year': 1994, 'Certificates': 'PG', 'Director': 'Howard Zieff', 'Star Cast': 'Dan Aykroyd', 'MetaScore': 57.1, 'Duration (minutes)': 99.0, 'Genres': 'Comedy, Drama, Family', 'Genre 1': 'Comedy', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Dan Aykroyd', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Wild America,"Wild America (1997) is a action, adventure, comedy film directed by William Dear. Featuring Jonathan Taylor, Thomas, this movie has an IMDb rating of 6.4/10 and a MetaScore of 57.1. With a runtime of 106 minutes, it is rated PG.","{'Title': 'Wild America', 'IMDb Rating': 6.4, 'Year': 1997, 'Certificates': 'PG', 'Director': 'William Dear', 'Star Cast': 'Jonathan Taylor,Thomas', 'MetaScore': 57.1, 'Duration (minutes)': 106.0, 'Genres': 'Action, Adventure, Comedy', 'Genre 1': 'Action', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Jonathan Taylor', 'Actor 2': 'Thomas', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Jimmy Neutron: Boy Genius,"Jimmy Neutron: Boy Genius (2001) is a animation, action, adventure film directed by John A. Davis. Featuring Debi Derryberry, this movie has an IMDb rating of 6.1/10 and a MetaScore of 65.0. With a runtime of 82 minutes, it is rated G.","{'Title': 'Jimmy Neutron: Boy Genius', 'IMDb Rating': 6.1, 'Year': 2001, 'Certificates': 'G', 'Director': 'John A. Davis', 'Star Cast': 'Debi Derryberry', 'MetaScore': 65.0, 'Duration (minutes)': 82.0, 'Genres': 'Animation, Action, Adventure', 'Genre 1': 'Animation', 'Genre 2': 'Action', 'Genre 3': 'Adventure', 'Actor 1': 'Debi Derryberry', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Diary of a Wimpy Kid: The Long Haul,"Diary of a Wimpy Kid: The Long Haul (2017) is a adventure, comedy, family film directed by David Bowers. Featuring Jason Drucker, this movie has an IMDb rating of 4.3/10 and a MetaScore of 39.0. With a runtime of 91 minutes, it is rated PG.","{'Title': 'Diary of a Wimpy Kid: The Long Haul', 'IMDb Rating': 4.3, 'Year': 2017, 'Certificates': 'PG', 'Director': 'David Bowers', 'Star Cast': 'Jason Drucker', 'MetaScore': 39.0, 'Duration (minutes)': 91.0, 'Genres': 'Adventure, Comedy, Family', 'Genre 1': 'Adventure', 'Genre 2': 'Comedy', 'Genre 3': 'Family', 'Actor 1': 'Jason Drucker', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Kangaroo Jack,"Kangaroo Jack (2003) is a action, adventure, comedy film directed by David McNally. Featuring Anthony Anderson, this movie has an IMDb rating of 4.5/10 and a MetaScore of 16.0. With a runtime of 89 minutes, it is rated PG.","{'Title': 'Kangaroo Jack', 'IMDb Rating': 4.5, 'Year': 2003, 'Certificates': 'PG', 'Director': 'David McNally', 'Star Cast': 'Anthony Anderson', 'MetaScore': 16.0, 'Duration (minutes)': 89.0, 'Genres': 'Action, Adventure, Comedy', 'Genre 1': 'Action', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Anthony Anderson', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
"I Love You, Beth Cooper","I Love You, Beth Cooper (2009) is a adventure, comedy, family film directed by Chris Columbus. Featuring Hayden Panettiere, this movie has an IMDb rating of 5.3/10 and a MetaScore of 32.0. With a runtime of 102 minutes, it is rated PG-13.","{'Title': 'I Love You, Beth Cooper', 'IMDb Rating': 5.3, 'Year': 2009, 'Certificates': 'PG-13', 'Director': 'Chris Columbus', 'Star Cast': 'Hayden Panettiere', 'MetaScore': 32.0, 'Duration (minutes)': 102.0, 'Genres': 'Adventure, Comedy, Family', 'Genre 1': 'Adventure', 'Genre 2': 'Comedy', 'Genre 3': 'Family', 'Actor 1': 'Hayden Panettiere', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Are We There Yet?,"Are We There Yet? (2005) is a adventure, comedy, family film directed by Brian Levant. Featuring Ice Cube, this movie has an IMDb rating of 4.8/10 and a MetaScore of 27.0. With a runtime of 95 minutes, it is rated PG.","{'Title': 'Are We There Yet?', 'IMDb Rating': 4.8, 'Year': 2005, 'Certificates': 'PG', 'Director': 'Brian Levant', 'Star Cast': 'Ice Cube', 'MetaScore': 27.0, 'Duration (minutes)': 95.0, 'Genres': 'Adventure, Comedy, Family', 'Genre 1': 'Adventure', 'Genre 2': 'Comedy', 'Genre 3': 'Family', 'Actor 1': 'Ice Cube', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Transformers: The Movie,"The Transformers: The Movie (1986) is a animation, action, adventure film directed by Nelson Shin. Featuring Orson Welles, this movie has an IMDb rating of 7.2/10 and a MetaScore of 43.0. With a runtime of 84 minutes, it is rated PG.","{'Title': 'The Transformers: The Movie', 'IMDb Rating': 7.2, 'Year': 1986, 'Certificates': 'PG', 'Director': 'Nelson Shin', 'Star Cast': 'Orson Welles', 'MetaScore': 43.0, 'Duration (minutes)': 84.0, 'Genres': 'Animation, Action, Adventure', 'Genre 1': 'Animation', 'Genre 2': 'Action', 'Genre 3': 'Adventure', 'Actor 1': 'Orson Welles', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
A Summer Tale,"A Summer Tale (2000) is a comedy, drama, family film directed by Ulf Malmros. Featuring Kjell Bergqvist, this movie has an IMDb rating of 7.3/10 and a MetaScore of 57.1. With a runtime of 100 minutes, it is rated PG.","{'Title': 'A Summer Tale', 'IMDb Rating': 7.3, 'Year': 2000, 'Certificates': 'PG', 'Director': 'Ulf Malmros', 'Star Cast': 'Kjell Bergqvist', 'MetaScore': 57.1, 'Duration (minutes)': 100.0, 'Genres': 'Comedy, Drama, Family', 'Genre 1': 'Comedy', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Kjell Bergqvist', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Curly Sue,"Curly Sue (1991) is a comedy, drama, family film directed by John Hughes. Featuring Jim Belushi, this movie has an IMDb rating of 5.9/10 and a MetaScore of 57.1. With a runtime of 101 minutes, it is rated PG.","{'Title': 'Curly Sue', 'IMDb Rating': 5.9, 'Year': 1991, 'Certificates': 'PG', 'Director': 'John Hughes', 'Star Cast': 'Jim Belushi', 'MetaScore': 57.1, 'Duration (minutes)': 101.0, 'Genres': 'Comedy, Drama, Family', 'Genre 1': 'Comedy', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Jim Belushi', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Little Big League,"Little Big League (1994) is a comedy, family, sport film directed by Andrew Scheinman. Featuring Luke Edwards, this movie has an IMDb rating of 6.2/10 and a MetaScore of 57.0. With a runtime of 119 minutes, it is rated PG.","{'Title': 'Little Big League', 'IMDb Rating': 6.2, 'Year': 1994, 'Certificates': 'PG', 'Director': 'Andrew Scheinman', 'Star Cast': 'Luke Edwards', 'MetaScore': 57.0, 'Duration (minutes)': 119.0, 'Genres': 'Comedy, Family, Sport', 'Genre 1': 'Comedy', 'Genre 2': 'Family', 'Genre 3': 'Sport', 'Actor 1': 'Luke Edwards', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Pollyanna,"Pollyanna (1960) is a comedy, drama, family film directed by David Swift. Featuring Jane Wyman, this movie has an IMDb rating of 7.4/10 and a MetaScore of 66.0. With a runtime of 134 minutes, it is rated G.","{'Title': 'Pollyanna', 'IMDb Rating': 7.4, 'Year': 1960, 'Certificates': 'G', 'Director': 'David Swift', 'Star Cast': 'Jane Wyman', 'MetaScore': 66.0, 'Duration (minutes)': 134.0, 'Genres': 'Comedy, Drama, Family', 'Genre 1': 'Comedy', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Jane Wyman', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Baby-Sitters Club,"The Baby-Sitters Club (1995) is a comedy, drama, family film directed by Melanie Mayron. Featuring Schuyler Fisk, this movie has an IMDb rating of 5.7/10 and a MetaScore of 48.0. With a runtime of 94 minutes, it is rated PG.","{'Title': 'The Baby-Sitters Club', 'IMDb Rating': 5.7, 'Year': 1995, 'Certificates': 'PG', 'Director': 'Melanie Mayron', 'Star Cast': 'Schuyler Fisk', 'MetaScore': 48.0, 'Duration (minutes)': 94.0, 'Genres': 'Comedy, Drama, Family', 'Genre 1': 'Comedy', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Schuyler Fisk', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
TMNT,"TMNT (2007) is a animation, action, adventure film directed by Kevin Munroe. Featuring Patrick Stewart, this movie has an IMDb rating of 6.2/10 and a MetaScore of 41.0. With a runtime of 87 minutes, it is rated PG.","{'Title': 'TMNT', 'IMDb Rating': 6.2, 'Year': 2007, 'Certificates': 'PG', 'Director': 'Kevin Munroe', 'Star Cast': 'Patrick Stewart', 'MetaScore': 41.0, 'Duration (minutes)': 87.0, 'Genres': 'Animation, Action, Adventure', 'Genre 1': 'Animation', 'Genre 2': 'Action', 'Genre 3': 'Adventure', 'Actor 1': 'Patrick Stewart', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Happy Feet Two,"Happy Feet Two (2011) is a animation, adventure, comedy film directed by George Miller. Featuring Elijah Wood, this movie has an IMDb rating of 5.8/10 and a MetaScore of 50.0. With a runtime of 100 minutes, it is rated PG.","{'Title': 'Happy Feet Two', 'IMDb Rating': 5.8, 'Year': 2011, 'Certificates': 'PG', 'Director': 'George Miller', 'Star Cast': 'Elijah Wood', 'MetaScore': 50.0, 'Duration (minutes)': 100.0, 'Genres': 'Animation, Adventure, Comedy', 'Genre 1': 'Animation', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Elijah Wood', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Aliens in the Attic,"Aliens in the Attic (2009) is a adventure, comedy, family film directed by John Schultz. Featuring Ashley Tisdale, this movie has an IMDb rating of 5.4/10 and a MetaScore of 42.0. With a runtime of 86 minutes, it is rated PG.","{'Title': 'Aliens in the Attic', 'IMDb Rating': 5.4, 'Year': 2009, 'Certificates': 'PG', 'Director': 'John Schultz', 'Star Cast': 'Ashley Tisdale', 'MetaScore': 42.0, 'Duration (minutes)': 86.0, 'Genres': 'Adventure, Comedy, Family', 'Genre 1': 'Adventure', 'Genre 2': 'Comedy', 'Genre 3': 'Family', 'Actor 1': 'Ashley Tisdale', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Where Hope Grows,"Where Hope Grows (2014) is a drama, family, family film directed by Chris Dowling. Featuring Kristoffer Polaha, this movie has an IMDb rating of 6.6/10 and a MetaScore of 41.0. With a runtime of 95 minutes, it is rated PG-13.","{'Title': 'Where Hope Grows', 'IMDb Rating': 6.6, 'Year': 2014, 'Certificates': 'PG-13', 'Director': 'Chris Dowling', 'Star Cast': 'Kristoffer Polaha', 'MetaScore': 41.0, 'Duration (minutes)': 95.0, 'Genres': 'Drama, Family, Family', 'Genre 1': 'Drama', 'Genre 2': 'Family', 'Genre 3': 'Family', 'Actor 1': 'Kristoffer Polaha', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Meet Me in St. Louis,"Meet Me in St. Louis (1944) is a comedy, drama, family film directed by Vincente Minnelli. Featuring Judy Garland, this movie has an IMDb rating of 7.5/10 and a MetaScore of 94.0. With a runtime of 113 minutes, it is rated Approved.","{'Title': 'Meet Me in St. Louis', 'IMDb Rating': 7.5, 'Year': 1944, 'Certificates': 'Approved', 'Director': 'Vincente Minnelli', 'Star Cast': 'Judy Garland', 'MetaScore': 94.0, 'Duration (minutes)': 113.0, 'Genres': 'Comedy, Drama, Family', 'Genre 1': 'Comedy', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Judy Garland', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Secret Headquarters,"Secret Headquarters (2022) is a action, adventure, comedy film directed by Henry Joost. Featuring Owen Wilson, this movie has an IMDb rating of 5.2/10 and a MetaScore of 47.0. With a runtime of 104 minutes, it is rated PG.","{'Title': 'Secret Headquarters', 'IMDb Rating': 5.2, 'Year': 2022, 'Certificates': 'PG', 'Director': 'Henry Joost', 'Star Cast': 'Owen Wilson', 'MetaScore': 47.0, 'Duration (minutes)': 104.0, 'Genres': 'Action, Adventure, Comedy', 'Genre 1': 'Action', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Owen Wilson', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Big Green,"The Big Green (1995) is a comedy, family, sport film directed by Holly Goldberg Sloan. Featuring Steve Guttenberg, this movie has an IMDb rating of 5.5/10 and a MetaScore of 57.1. With a runtime of 100 minutes, it is rated PG.","{'Title': 'The Big Green', 'IMDb Rating': 5.5, 'Year': 1995, 'Certificates': 'PG', 'Director': 'Holly Goldberg Sloan', 'Star Cast': 'Steve Guttenberg', 'MetaScore': 57.1, 'Duration (minutes)': 100.0, 'Genres': 'Comedy, Family, Sport', 'Genre 1': 'Comedy', 'Genre 2': 'Family', 'Genre 3': 'Sport', 'Actor 1': 'Steve Guttenberg', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Mark of Zorro,"The Mark of Zorro (1940) is a action, adventure, family film directed by Rouben Mamoulian. Featuring Tyrone Power, this movie has an IMDb rating of 7.5/10 and a MetaScore of 57.1. With a runtime of 94 minutes, it is rated Approved.","{'Title': 'The Mark of Zorro', 'IMDb Rating': 7.5, 'Year': 1940, 'Certificates': 'Approved', 'Director': 'Rouben Mamoulian', 'Star Cast': 'Tyrone Power', 'MetaScore': 57.1, 'Duration (minutes)': 94.0, 'Genres': 'Action, Adventure, Family', 'Genre 1': 'Action', 'Genre 2': 'Adventure', 'Genre 3': 'Family', 'Actor 1': 'Tyrone Power', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Paul Blart: Mall Cop 2,"Paul Blart: Mall Cop 2 (2015) is a action, comedy, crime film directed by Andy Fickman. Featuring Kevin James, this movie has an IMDb rating of 4.4/10 and a MetaScore of 13.0. With a runtime of 94 minutes, it is rated PG.","{'Title': 'Paul Blart: Mall Cop 2', 'IMDb Rating': 4.4, 'Year': 2015, 'Certificates': 'PG', 'Director': 'Andy Fickman', 'Star Cast': 'Kevin James', 'MetaScore': 13.0, 'Duration (minutes)': 94.0, 'Genres': 'Action, Comedy, Crime', 'Genre 1': 'Action', 'Genre 2': 'Comedy', 'Genre 3': 'Crime', 'Actor 1': 'Kevin James', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Under the Boardwalk,"Under the Boardwalk (2023) is a animation, adventure, comedy film directed by David Soren. Featuring Keke Palmer, this movie has an IMDb rating of 5.9/10 and a MetaScore of 57.1. With a runtime of 83 minutes, it is rated PG.","{'Title': 'Under the Boardwalk', 'IMDb Rating': 5.9, 'Year': 2023, 'Certificates': 'PG', 'Director': 'David Soren', 'Star Cast': 'Keke Palmer', 'MetaScore': 57.1, 'Duration (minutes)': 83.0, 'Genres': 'Animation, Adventure, Comedy', 'Genre 1': 'Animation', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Keke Palmer', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Indian in the Cupboard,"The Indian in the Cupboard (1995) is a drama, family, fantasy film directed by Frank Oz. Featuring Hal Scardino, this movie has an IMDb rating of 6.0/10 and a MetaScore of 58.0. With a runtime of 96 minutes, it is rated PG.","{'Title': 'The Indian in the Cupboard', 'IMDb Rating': 6.0, 'Year': 1995, 'Certificates': 'PG', 'Director': 'Frank Oz', 'Star Cast': 'Hal Scardino', 'MetaScore': 58.0, 'Duration (minutes)': 96.0, 'Genres': 'Drama, Family, Fantasy', 'Genre 1': 'Drama', 'Genre 2': 'Family', 'Genre 3': 'Fantasy', 'Actor 1': 'Hal Scardino', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
My Little Pony: The Movie,"My Little Pony: The Movie (2017) is a animation, adventure, comedy film directed by Jayson Thiessen. Featuring Emily Blunt, this movie has an IMDb rating of 6.1/10 and a MetaScore of 39.0. With a runtime of 99 minutes, it is rated PG.","{'Title': 'My Little Pony: The Movie', 'IMDb Rating': 6.1, 'Year': 2017, 'Certificates': 'PG', 'Director': 'Jayson Thiessen', 'Star Cast': 'Emily Blunt', 'MetaScore': 39.0, 'Duration (minutes)': 99.0, 'Genres': 'Animation, Adventure, Comedy', 'Genre 1': 'Animation', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Emily Blunt', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Frankenweenie,"Frankenweenie (2012) is a animation, comedy, drama film directed by Tim Burton. Featuring Winona Ryder, this movie has an IMDb rating of 6.9/10 and a MetaScore of 74.0. With a runtime of 87 minutes, it is rated PG.","{'Title': 'Frankenweenie', 'IMDb Rating': 6.9, 'Year': 2012, 'Certificates': 'PG', 'Director': 'Tim Burton', 'Star Cast': 'Winona Ryder', 'MetaScore': 74.0, 'Duration (minutes)': 87.0, 'Genres': 'Animation, Comedy, Drama', 'Genre 1': 'Animation', 'Genre 2': 'Comedy', 'Genre 3': 'Drama', 'Actor 1': 'Winona Ryder', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Song of the South,"Song of the South (1946) is a animation, comedy, family film directed by Harve Foster. Featuring Ruth Warrick, this movie has an IMDb rating of 6.9/10 and a MetaScore of 54.0. With a runtime of 94 minutes, it is rated Approved.","{'Title': 'Song of the South', 'IMDb Rating': 6.9, 'Year': 1946, 'Certificates': 'Approved', 'Director': 'Harve Foster', 'Star Cast': 'Ruth Warrick', 'MetaScore': 54.0, 'Duration (minutes)': 94.0, 'Genres': 'Animation, Comedy, Family', 'Genre 1': 'Animation', 'Genre 2': 'Comedy', 'Genre 3': 'Family', 'Actor 1': 'Ruth Warrick', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The New Adventures of Pippi Longstocking,"The New Adventures of Pippi Longstocking (1988) is a adventure, family, fantasy film directed by Ken Annakin. Featuring Tami Erin, this movie has an IMDb rating of 5.8/10 and a MetaScore of 57.1. With a runtime of 100 minutes, it is rated G.","{'Title': 'The New Adventures of Pippi Longstocking', 'IMDb Rating': 5.8, 'Year': 1988, 'Certificates': 'G', 'Director': 'Ken Annakin', 'Star Cast': 'Tami Erin', 'MetaScore': 57.1, 'Duration (minutes)': 100.0, 'Genres': 'Adventure, Family, Fantasy', 'Genre 1': 'Adventure', 'Genre 2': 'Family', 'Genre 3': 'Fantasy', 'Actor 1': 'Tami Erin', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Fat Albert,"Fat Albert (2004) is a comedy, family, fantasy film directed by Joel Zwick. Featuring Kenan Thompson, this movie has an IMDb rating of 4.4/10 and a MetaScore of 39.0. With a runtime of 93 minutes, it is rated PG.","{'Title': 'Fat Albert', 'IMDb Rating': 4.4, 'Year': 2004, 'Certificates': 'PG', 'Director': 'Joel Zwick', 'Star Cast': 'Kenan Thompson', 'MetaScore': 39.0, 'Duration (minutes)': 93.0, 'Genres': 'Comedy, Family, Fantasy', 'Genre 1': 'Comedy', 'Genre 2': 'Family', 'Genre 3': 'Fantasy', 'Actor 1': 'Kenan Thompson', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Rock-A-Doodle,"Rock-A-Doodle (1991) is a animation, adventure, comedy film directed by Don Bluth. Featuring Glen Campbell, this movie has an IMDb rating of 6.0/10 and a MetaScore of 57.1. With a runtime of 77 minutes, it is rated G.","{'Title': 'Rock-A-Doodle', 'IMDb Rating': 6.0, 'Year': 1991, 'Certificates': 'G', 'Director': 'Don Bluth', 'Star Cast': 'Glen Campbell', 'MetaScore': 57.1, 'Duration (minutes)': 77.0, 'Genres': 'Animation, Adventure, Comedy', 'Genre 1': 'Animation', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Glen Campbell', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
